nasin sewi li anpa , la jan sewi ona li kama monsuta sewi pi nasin sewi sin .	■▁The ■▁go ■ds ■▁of ■▁a ■▁fall ■ing ■▁rel ■ig ■ion ■▁become ■▁the ■▁dem ■ons ■▁of ■▁a ■▁r ■is ■ing ■▁one ■▁.
tenpo mute la ike lon nasin sewi li ken pakala , li ken moli kin . ike lon sona pi kon ale li ken musi taso .	■▁Gen ■er ■ally ■▁speaking ■▁, ■▁the ■▁er ■r ■ors ■▁in ■▁rel ■ig ■ion ■▁are ■▁danger ■ous ■▁; ■▁those ■▁in ■▁ph ■il ■os ■op ■h ■y ■▁only ■▁r ■id ■ic ■ul ■ous ■▁.
ante insa nasin sewi en kulupu wan pi nasin sewi li seme ?	■▁What ■▁'s ■▁the ■▁differ ■ence ■▁between ■▁a ■▁rel ■ig ■ion ■▁and ■▁a ■▁c ■ult ■▁?
esun ni li pana e pali tawa jan mute . ona li wile ala sona e kulupu jan anu nasin sewi anu ma pi jan mute ni .	■▁That ■▁company ■▁h ■ir ■es ■▁people ■▁without ■▁reg ■ard ■▁to ■▁ra ■ce ■▁, ■▁rel ■ig ■ion ■▁, ■▁or ■▁n ■ation ■al ■ity ■▁.
ale pi nasin sewi li pona sona tawa ona .	■▁He ■▁is ■▁interested ■▁in ■▁anything ■▁that ■▁has ■▁to ■▁do ■▁with ■▁rel ■ig ■ion ■▁.
toki nasin sewi la toki li awen , li lon .	■▁Tr ■uth ■▁, ■▁in ■▁matter ■s ■▁of ■▁rel ■ig ■ion ■▁, ■▁is ■▁sim ■p ■ly ■▁the ■▁opinion ■▁that ■▁has ■▁sur ■v ■ived ■▁.
jan li wawa lili li sona lili , la nasin sewi li kama lon ale .	■▁R ■el ■ig ■ion ■▁is ■▁the ■▁out ■c ■ome ■▁of ■▁human ■▁we ■ak ■ness ■▁or ■▁the ■▁l ■im ■it ■ation ■▁of ■▁human ■▁know ■led ■ge ■▁.
mi ali li sama tawa nasin lawa .	■▁We ■▁are ■▁e ■qu ■al ■▁in ■▁the ■▁eyes ■▁of ■▁the ■▁law ■▁.
jan lili mute li musi lon poka telo .	■▁Se ■veral ■▁children ■▁are ■▁playing ■▁on ■▁the ■▁be ■ach ■▁.
mama tu li mama mije li mama meli .	■▁The ■▁two ■▁parents ■▁are ■▁the ■▁father ■▁and ■▁the ■▁mother ■▁.
sijelo pi mije ni li ike mute a !	■▁He ■▁was ■▁ob ■v ■ious ■ly ■▁very ■▁sick ■▁.
jan JE ##MON ##TAN li pana e poka lipu laso tawa jan ME ##WI .	■▁J ■em ■ont ■an ■▁hand ■ed ■▁Mary ■▁a ■▁blue ■▁f ■o ■ld ■er ■▁.
jan LO ##WI ##KI li sitelen e lipu toki tawa jan ME ##WI .	■▁L ■ow ■ik ■i ■▁is ■▁wr ■iting ■▁a ■▁letter ■▁to ■▁Mary ■▁.
jan pi sona nanpa li olin e ni : ona li toki e lon pi ijo mute .	■▁Mat ■hemat ■ic ■i ■ans ■▁love ■▁to ■▁pro ■ve ■▁things ■▁.
o toki e ni : meli ni li jan lili a !	■▁She ■▁is ■▁a ■▁child ■▁after ■▁all ■▁.
mi jo e moku ala .	■▁I ■▁have ■▁no ■▁food ■▁.
nasin sewi li wan taso . taso sitelen sama pi nasin sewi ni li mute .	■▁There ■▁is ■▁only ■▁one ■▁rel ■ig ■ion ■▁, ■▁th ■ough ■▁there ■▁are ■▁a ■▁hund ■red ■▁vers ■ions ■▁of ■▁it ■▁.
jan wan li kama nasa , la ni li kama jo e nimi pi ijo nasa . taso jan mute li kama nasa , la ni li kama jo e nimi pi nasin sewi .	■▁D ■el ■ir ■ium ■▁of ■▁one ■▁person ■▁is ■▁called ■▁m ■ad ■ness ■▁. ■▁D ■el ■ir ■ium ■▁of ■▁th ■ous ■and ■s ■▁of ■▁people ■▁is ■▁called ■▁rel ■ig ■ion ■▁.
wile pi kama pona en pilin akesi li mama pi nasin sewi . ona li lukin pana e sona ni tawa jan pi sona ala : jan ala li ken sona e ona .	■▁R ■el ■ig ■ion ■▁is ■▁a ■▁daughter ■▁of ■▁H ■ope ■▁and ■▁F ■ear ■▁, ■▁explain ■ing ■▁to ■▁I ■g ■n ■or ■ance ■▁the ■▁nat ■ure ■▁of ■▁the ■▁Un ■k ■n ■ow ■able ■▁.
nasin sewi li ijo jan kin . nasin sewi pi jan ni li sama ala nasin sewi pi jan ante . nasin sewi pi kulupu jan li ijo musi .	■▁R ■el ■ig ■ion ■▁is ■▁very ■▁person ■al ■▁. ■▁P ■ra ■ct ■ic ■ally ■▁everyone ■▁has ■▁really ■▁his ■▁own ■▁rel ■ig ■ion ■▁. ■▁C ■o ■lle ■ct ■iv ■ity ■▁in ■▁rel ■ig ■ion ■▁is ■▁an ■▁art ■if ■ice ■▁.
jan li jo e lawa wawa mute , la ona li lukin kepeken nasin sewi pi wan taso .	■▁The ■▁more ■▁p ■ower ■ful ■▁and ■▁or ■ig ■in ■al ■▁a ■▁mind ■▁, ■▁the ■▁more ■▁it ■▁will ■▁inc ■l ■ine ■▁to ■ward ■s ■▁the ■▁rel ■ig ■ion ■▁of ■▁sol ■it ■ude ■▁.
nasin sewi pi mi mute li ken pali e ni : mi mute li olin ala e sama . taso ona li ken ala kin pali e ni : mi mute li olin e sama .	■▁We ■▁have ■▁just ■▁enough ■▁rel ■ig ■ion ■▁to ■▁make ■▁us ■▁hate ■▁, ■▁but ■▁not ■▁enough ■▁to ■▁make ■▁us ■▁love ■▁one ■▁another ■▁.
ken la kulupu jan poka ala nasin sona anu ijo musi anu sona pi kon ale li lon . taso tenpo ala la kulupu jan poka ala nasin sewi li lon .	■▁We ■▁can ■▁find ■▁so ■c ■iet ■ies ■▁without ■▁sc ■ience ■▁, ■▁without ■▁art ■▁or ■▁without ■▁ph ■il ■os ■op ■h ■y ■▁; ■▁but ■▁there ■▁never ■▁was ■▁a ■▁so ■c ■ie ■ty ■▁without ■▁rel ■ig ■ion ■▁.
jan pi kulupu mute li toki : nasin sewi li lon . jan sona li toki : nasin sewi li lon ala . jan lawa li toki : mi ken kepeken nasin sewi .	■▁R ■el ■ig ■ion ■▁is ■▁reg ■ard ■ed ■▁by ■▁the ■▁comm ■on ■▁people ■▁as ■▁true ■▁, ■▁by ■▁the ■▁w ■ise ■▁as ■▁fal ■se ■▁, ■▁and ■▁by ■▁the ■▁r ■ul ■ers ■▁as ■▁use ■ful ■▁.
mi pana e kasi kule tawa mama meli pi jan lili .	■▁I ■▁sent ■▁flowers ■▁to ■▁the ■▁baby ■▁'s ■▁mother ■▁.
o pini ala e wile pi kama pona .	■▁Do ■▁n't ■▁give ■▁up ■▁hope ■▁.
meli ni li pini e wile ale pi kama pona .	■▁She ■▁has ■▁lost ■▁all ■▁hope ■▁.
mije ni li pali e ni : jan PO ##TAN ##WE li weka e wile pi kama pona .	■▁He ■▁made ■▁P ■ot ■an ■we ■▁lose ■▁hope ■▁.
wile pi kama pona li pana ala e moku lon supa .	■▁H ■ope ■▁does ■▁n't ■▁put ■▁food ■▁on ■▁the ■▁table ■▁.
wile pi kama pona li pana ala e moku tawa kulupu mama pi mi mute .	■▁H ■ope ■▁does ■▁n't ■▁fe ■ed ■▁our ■▁famil ■es ■▁.
wile la jan ken sona e sitelen mi lon toki LO ##SI .	■▁I ■▁hope ■▁my ■▁Russ ■ian ■▁sentence ■▁is ■▁not ■▁completely ■▁inc ■om ■p ■re ■hen ■sible ■▁.
mi lukin e soweli SI ##LA ##PA .	■▁I ■▁see ■▁a ■▁g ■ir ■a ■ffe ■▁.
mi olin e suno .	■▁I ■▁love ■▁the ■▁sun ■▁.
telo ni en kiwen ni li kama wan , la seli li kama .	■▁When ■▁ac ■id ■▁t ■ou ■ches ■▁met ■al ■▁, ■▁a ■▁ch ■em ■ical ■▁re ■a ■ction ■▁happen ■s ■▁.
sina pana e pona tawa jan poka sina , la sina pali e ijo pona .	■▁To ■▁help ■▁one ■▁'s ■▁neighb ■our ■s ■▁is ■▁a ■▁good ■▁de ■ed ■▁.
mi kama lon ale lon ma A ##LEN ##SIN . taso mi tawa tomo sona lon ma PA ##SI ##LA .	■▁I ■▁was ■▁born ■▁in ■▁Ar ■gen ■t ■in ■a ■▁, ■▁but ■▁I ■▁was ■▁ ■ed ■u ■c ■ated ■▁in ■▁Bra ■z ■il ■▁.
mi pini e pali mi tawa mije ni .	■▁I ■▁do ■▁n't ■▁work ■▁for ■▁him ■▁anymore ■▁.
kulupu mama mi li jan tu tu .	■▁There ■▁are ■▁four ■▁people ■▁in ■▁my ■▁family ■▁.
mi toki tawa meli ni : o kama jo e supa , o awen , o moku e poki telo .	■▁I ■▁told ■▁her ■▁to ■▁sit ■▁down ■▁and ■▁drink ■▁a ■▁glass ■▁of ■▁water ■▁.
ken la sina wile kama jo e supa tawa awen sina . ijo ni li kepeken tenpo suli .	■▁You ■▁might ■▁want ■▁to ■▁sit ■▁down ■▁. ■▁This ■▁is ■▁going ■▁to ■▁take ■▁a ■▁while ■▁.
kili li kama anpa lon poka pi kasi suli .	■▁The ■▁apple ■▁does ■▁not ■▁fall ■▁far ■▁from ■▁the ■▁tree ■▁.
ona mute li pini ike e utala .	■▁They ■▁lost ■▁the ■▁b ■att ■le ■▁.
mi mute li kama jo e pini pona .	■▁We ■▁'ll ■▁win ■▁.
mi tawa tan tomo , la telo li kama anpa .	■▁Just ■▁as ■▁I ■▁went ■▁to ■▁go ■▁out ■▁, ■▁it ■▁began ■▁to ■▁rain ■▁.
mi ken lili kama jo e pini pona .	■▁We ■▁have ■▁little ■▁chance ■▁of ■▁w ■inning ■▁.
jan li pakala .	■▁Some ■body ■▁'s ■▁made ■▁a ■▁mistake ■▁.
sewi o , sitelen tawa ni li ike mute a !	■▁Oh ■▁my ■▁God ■▁, ■▁I ■▁so ■▁hate ■▁this ■▁movie ■▁!
pakala li kama .	■▁Sh ■it ■▁happen ■s ■▁.
tenpo lili li pini la telo li kama . o lukin e kon telo pimeja ni .	■▁It ■▁'s ■▁going ■▁to ■▁rain ■▁soon ■▁. ■▁Look ■▁at ■▁those ■▁black ■▁cl ■oud ■s ■▁.
tan seme la sina sike ala e mi kepeken luka tu sina ?	■▁Why ■▁do ■▁n't ■▁you ■▁h ■ug ■▁me ■▁?
jan NI ##SU li jo e sijelo pona kin .	■▁N ■is ■u ■▁is ■▁in ■▁really ■▁good ■▁health ■▁.
sijelo pi jan MA ##JA li pona kin .	■▁Ma ■ja ■▁is ■▁in ■▁really ■▁good ■▁health ■▁.
ona li lon poki lete .	■▁It ■▁'s ■▁in ■▁the ■▁fr ■idge ■▁.
pimeja li weka suno .	■▁D ■ark ■ness ■▁is ■▁the ■▁ab ■sen ■ce ■▁of ■▁light ■▁.
mi sona e tomo ona . taso mi ken ala toki .	■▁I ■▁know ■▁his ■▁ad ■dr ■ess ■▁, ■▁but ■▁it ■▁'s ■▁a ■▁secret ■▁.
ali li ike .	■▁Everything ■▁is ■▁bad ■▁.
mi jo e mije sama wan .	■▁I ■▁have ■▁one ■▁brother ■▁.
meli sama mi li pona lukin .	■▁My ■▁sister ■▁is ■▁pretty ■▁.
mi jo e mije sama tu wan .	■▁I ■▁have ■▁three ■▁brother ■s ■▁.
jan LUN li jan utala .	■▁Lun ■▁is ■▁a ■▁sold ■ier ■▁.
ali li ken .	■▁Everything ■▁is ■▁possible ■▁.
ona li kama nasa .	■▁She ■▁got ■▁m ■ad ■▁.
jan KE ##KE ##LIN en jan SON li mije sama anu seme ?	■▁Are ■▁K ■ek ■el ■in ■▁and ■▁John ■▁brother ■s ■▁?
jan LO ##MU ##LO en jan LE ##MO li mije sama .	■▁R ■om ■ul ■us ■▁and ■▁R ■em ■us ■▁were ■▁brother ■s ■▁.
meli sama mi li jan suli pi kalama musi .	■▁My ■▁sister ■▁is ■▁a ■▁famous ■▁sing ■er ■▁.
o tawa tomo pi mije sama sina . ona li jan AN .	■▁Go ■▁, ■▁please ■▁, ■▁to ■▁the ■▁house ■▁of ■▁your ■▁brother ■▁Am ■n ■on ■▁.
jan lili li jo e palisa lon luka ona .	■▁The ■▁boy ■▁has ■▁a ■▁bat ■▁under ■▁his ■▁arm ■▁.
mi jo e mije sama mute .	■▁I ■▁have ■▁brother ■s ■▁.
sina mute li mije sama anu seme ?	■▁Are ■▁you ■▁brother ■s ■▁?
mije sama tu li jan pi kalama musi .	■▁B ■oth ■▁brother ■s ■▁are ■▁music ■i ■ans ■▁.
sina jo e mije sama tu .	■▁You ■▁have ■▁two ■▁brother ■s ■▁.
mije sama mi li tawa pona lon telo .	■▁My ■▁brother ■▁swim ■s ■▁well ■▁.
kalama musi li pona tawa mije sama mi .	■▁My ■▁brother ■▁likes ■▁music ■▁.
jan sama o toki utala ala .	■▁Br ■other ■s ■▁should ■▁not ■▁qu ■ar ■rel ■▁.
mije sama mi li jo e sijelo pona .	■▁My ■▁brother ■▁is ■▁health ■y ■▁.
mije sama mi li lukin e ilo pi sitelen tawa .	■▁My ■▁brother ■▁watch ■es ■▁t ■ele ■v ■ision ■▁.
meli ni li jo ala e jan sama .	■▁She ■▁has ■▁no ■▁brother ■s ■▁.
ona mute li jan sama mi .	■▁They ■▁are ■▁my ■▁brother ■s ■▁.
ni li mije sama mi .	■▁This ■▁is ■▁my ■▁brother ■▁.
jan A ##LI li mije sama mi .	■▁Al ■i ■▁is ■▁my ■▁brother ■▁.
mije sama tu li moli .	■▁The ■▁two ■▁brother ■s ■▁died ■▁.
jan sama tu li moli .	■▁The ■▁two ■▁brother ■s ■▁died ■▁.
mije lili sama o kama pona tawa tomo !	■▁Wel ■c ■ome ■▁home ■▁, ■▁little ■▁brother ■▁!
mije sama mi li kalama e ilo kalama linja .	■▁My ■▁brother ■▁pl ■ays ■▁gu ■itar ■▁.
mije sama sina li lon seme ?	■▁Where ■▁is ■▁your ■▁brother ■▁?
mije sama mi li ken sitelen kepeken luka tu ona .	■▁My ■▁brother ■▁is ■▁am ■b ■ide ■xt ■r ■ous ■▁.
mije sama mi li jo e mani mute .	■▁My ■▁brother ■▁is ■▁rich ■▁.
mije sama mi li lon seme ?	■▁Where ■▁'s ■▁my ■▁brother ■▁?
mije sama sina li pilin seme ?	■▁How ■▁'s ■▁your ■▁brother ■▁?
mi mute li sama jan sama .	■▁We ■▁'re ■▁like ■▁brother ■s ■▁.
o pini e ni : sina utala e mije sama sina .	■▁Stop ■▁h ■itting ■▁your ■▁brother ■▁.
lawa wawa pi mije sama mi li lili .	■▁My ■▁brother ■▁is ■▁stupid ■▁.
mije sama mi li jan pi lawa wawa lili .	■▁My ■▁brother ■▁is ■▁stupid ■▁.
mi mije sama sina .	■▁I ■▁'m ■▁your ■▁brother ■▁.
mije sama mi li olin ala e mi .	■▁My ■▁brother ■▁hat ■es ■▁me ■▁.
jan ali li jan sama .	■▁All ■▁men ■▁are ■▁brother ■s ■▁.
jan sama mute o utala toki ala .	■▁Br ■other ■s ■▁should ■▁not ■▁qu ■ar ■rel ■▁.
mi wawa e mije sama mi .	■▁I ■▁en ■c ■ou ■ra ■ge ■▁my ■▁brother ■▁.
jan NI li mije sama mi .	■▁Ni ■▁is ■▁my ■▁brother ■▁.
jan JE ##KAN ##TO li mije sama sina .	■▁J ■ek ■anto ■▁is ■▁your ■▁brother ■▁.
jan sama mi olin o !	■▁D ■ear ■▁brother ■s ■▁and ■▁sister ■s ■▁!
mi sona e mije sama sina .	■▁I ■▁knew ■▁your ■▁brother ■▁.
mije sama tu li lon ni .	■▁B ■oth ■▁brother ■s ■▁were ■▁there ■▁.
mije sama sina li seme ?	■▁Who ■▁is ■▁your ■▁brother ■▁?
tenpo lili pini la mije sama mi li weka .	■▁My ■▁brother ■▁just ■▁went ■▁.
mije sama sina li wile e pona .	■▁Your ■▁brother ■▁needs ■▁help ■▁.
o tawa , o pana e pona tawa mije sama sina !	■▁Go ■▁help ■▁your ■▁brother ■▁!
mije sama mi li moli .	■▁My ■▁brother ■▁has ■▁died ■▁.
jan sama mi li awen e mi .	■▁My ■▁brother ■s ■▁pro ■te ■ct ■▁me ■▁.
mije sama mi li awen lon ni .	■▁My ■▁brother ■▁lives ■▁there ■▁.
o kama , o jo poka sina e mije sama sina .	■▁Br ■ing ■▁your ■▁brother ■▁with ■▁you ■▁.
mije sama tu li lon kin .	■▁B ■oth ■▁brother ■s ■▁are ■▁still ■▁al ■ive ■▁.
mije ni li sama mije sama sina .	■▁He ■▁looks ■▁like ■▁your ■▁brother ■▁.
mije lili ni li jan sama pi mije ni .	■▁That ■▁boy ■▁is ■▁his ■▁brother ■▁.
sina sona ala sona e mije sama pi mije ni ?	■▁Do ■▁you ■▁know ■▁his ■▁brother ■▁?
sina sona e mije sama pi mije ni anu seme ?	■▁Do ■▁you ■▁know ■▁his ■▁brother ■▁?
sina jo ala jo e jan sama mute ?	■▁Do ■▁you ■▁have ■▁any ■▁brother ■s ■▁?
sina jo e jan sama mute anu seme ?	■▁Do ■▁you ■▁have ■▁any ■▁brother ■s ■▁?
mi jo e mije sama suli . mi lili .	■▁I ■▁have ■▁an ■▁older ■▁brother ■▁.
ona li lon tomo pi jan sewi . sina sona ala sona e ni ?	■▁Do ■▁you ■▁know ■▁she ■▁'s ■▁in ■▁the ■▁ch ■urch ■▁?
mi wile pana e mani .	■▁I ■▁wanted ■▁to ■▁pay ■▁.
kulupu mama tu li lon tomo wan .	■▁T ■wo ■▁famil ■ies ■▁live ■▁in ■▁the ■▁same ■▁house ■▁.
jan LUN ##LO li kama jo e lipu li tawa insa .	■▁Lun ■lo ■▁bought ■▁a ■▁tick ■et ■▁and ■▁went ■▁in ■▁.
mi ken ala ken open e suno ?	■▁May ■▁I ■▁sw ■it ■ch ■▁on ■▁the ■▁light ■▁?
ona mute li wile toki .	■▁They ■▁want ■▁to ■▁talk ■▁.
sitelen luka pi jan TU ##WE li lon ilo utala .	■▁Tu ■we ■▁'s ■▁pr ■int ■s ■▁were ■▁on ■▁the ■▁g ■un ■▁.
telo sewi li kama anpa la o awen ala tan mi .	■▁Do ■▁n't ■▁expect ■▁me ■▁if ■▁it ■▁'s ■▁rain ■ing ■▁.
ilo sitelen li pakala .	■▁There ■▁'s ■▁something ■▁wrong ■▁with ■▁the ■▁pr ■in ■ter ■▁.
sina toki ala toki e ni tawa jan JE ##MI : mi mute li kama ?	■▁Did ■▁you ■▁tell ■▁J ■em ■i ■▁we ■▁were ■▁coming ■▁?
mi mute li wile e pini pona ni .	■▁We ■▁needed ■▁this ■▁win ■▁.
mi mute li ken open e lupa .	■▁We ■▁can ■▁open ■▁the ■▁window ■s ■▁.
jan MU li pana e mani pi mute seme tawa sina ?	■▁How ■▁much ■▁did ■▁Mu ■▁pay ■▁you ■▁?
sina pana ala e pona tawa mi .	■▁You ■▁'re ■▁not ■▁help ■ing ■▁me ■▁.
suli pi mije sama sina li seme ?	■▁How ■▁tall ■▁is ■▁your ■▁brother ■▁?
mi wile kute tan jan SON .	■▁I ■▁'d ■▁like ■▁to ■▁hear ■▁from ■▁Son ■▁.
mi wile toki e ijo pi jan PEN ##LE tawa sina .	■▁I ■▁want ■▁to ■▁tell ■▁you ■▁about ■▁Pen ■le ■▁.
mije sama mi li suli mute .	■▁My ■▁brother ■▁is ■▁very ■▁tall ■▁.
sina lape ala lape lon tomo ni ?	■▁Did ■▁you ■▁sleep ■▁in ■▁here ■▁?
sitelen tawa akesi li pona tawa jan sama mi .	■▁My ■▁brother ■▁likes ■▁hor ■ror ■▁mov ■ies ■▁.
mi toki e ni : sijelo pi mije sama mi li ike .	■▁My ■▁brother ■▁must ■▁be ■▁sick ■▁.
mije sama mi li kepeken ilo tawa pi sike tu ni .	■▁My ■▁brother ■▁us ■es ■▁this ■▁b ■ike ■▁.
mije sama mi li kalama e ilo kalama linja .	■▁My ■▁brother ■▁pl ■ays ■▁the ■▁gu ■itar ■▁.
mije sama mi li kama jan seli .	■▁My ■▁brother ■▁became ■▁a ■▁cook ■▁.
mije sama mi li kama jan pi pali moku .	■▁My ■▁brother ■▁became ■▁a ■▁cook ■▁.
mije sama mi li jan lawa pi pali ale .	■▁My ■▁brother ■▁is ■▁an ■▁eng ■ine ■er ■▁.
mije sama mi li kama jan lawa pi pali ale .	■▁My ■▁brother ■▁became ■▁an ■▁eng ■ine ■er ■▁.
mije sama mi li awen lon ma tomo TO ##KI ##JO .	■▁My ■▁brother ■▁lives ■▁in ■▁Tokyo ■▁.
tenpo ni la mije sama mi li pali ala .	■▁My ■▁brother ■▁is ■▁not ■▁busy ■▁.
mije sama mi li toki e nimi mute lon tenpo lili .	■▁My ■▁brother ■▁speaks ■▁very ■▁fast ■▁.
mije sama mi li tawa ala lon telo .	■▁My ■▁brother ■▁does ■▁n't ■▁swim ■▁.
tenpo luka tu wan la mije sama pi jan SIN ##KO li sike e suno .	■▁Sh ■ink ■o ■▁'s ■▁brother ■▁is ■▁e ■ight ■▁.
ni li ijo pi mije sama mi .	■▁It ■▁'s ■▁my ■▁brother ■▁'s ■▁.
mije sama mi li lape kin lon tenpo ni .	■▁My ■▁brother ■▁is ■▁still ■▁sleep ■ing ■▁.
tenpo ni la mije sama mi li lape kin .	■▁My ■▁brother ■▁is ■▁still ■▁sleep ■ing ■▁.
mije sama mi li pana e suno tawa kiwen walo .	■▁My ■▁brother ■▁pol ■ished ■▁the ■▁s ■il ■ver ■▁.
mije ni en mi li jan sama .	■▁He ■▁and ■▁I ■▁are ■▁brother ■s ■▁.
seme li lon poki ?	■▁What ■▁was ■▁in ■▁the ■▁box ■▁?
mi ken pana e sona pi alasa kala tawa sina .	■▁I ■▁can ■▁teach ■▁you ■▁how ■▁to ■▁fish ■▁.
sina lape lon tomo ni anu seme ?	■▁Did ■▁you ■▁sleep ■▁in ■▁here ■▁?
tenpo suli la jan NAN li lon tomo telo .	■▁Nan ■▁has ■▁been ■▁in ■▁the ■▁bat ■hr ■o ■om ■▁for ■▁quite ■▁a ■▁while ■▁.
sina toki e ni : mi o pali e ni .	■▁You ■▁said ■▁I ■▁should ■▁do ■▁that ■▁.
mi toki insa e ni : mi mute li sona e ni lon tenpo ala .	■▁I ■▁do ■▁n't ■▁think ■▁we ■▁'ll ■▁ever ■▁know ■▁.
jan WIN li kepeken len lawa lon tenpo suno ali .	■▁Win ■▁wear ■s ■▁a ■▁hat ■▁every ■▁day ■▁.
tenpo suno ali la jan NU ##MEN li kepeken len lawa .	■▁N ■umen ■▁wear ■s ■▁a ■▁hat ■▁every ■▁day ■▁.
tenpo pini la mi jan pi pona sijelo .	■▁I ■▁was ■▁a ■▁doctor ■▁.
jan SE ##LO li kama jo e kule pi wile ona .	■▁Sel ■o ■▁ch ■ose ■▁the ■▁col ■ors ■▁.
tenpo ni la mi wile kama sona .	■▁I ■▁have ■▁to ■▁study ■▁now ■▁.
tenpo ni la mi o kama sona .	■▁I ■▁have ■▁to ■▁study ■▁now ■▁.
jan EN en mi li lon ni tan ni : mi tu li pana e pona tawa sina .	■▁En ■o ■▁and ■▁I ■▁are ■▁here ■▁to ■▁help ■▁you ■▁.
sinpin pi jan sitelen li kama suli la mi sona e ona .	■▁We ■▁had ■▁known ■▁the ■▁pain ■ter ■▁before ■▁he ■▁became ■▁famous ■▁.
moli li kama lon tenpo seme ?	■▁What ■▁was ■▁the ■▁time ■▁of ■▁death ■▁?
jan WIN ##WI li lukin e jan .	■▁Win ■on ■wi ■▁saw ■▁some ■body ■▁.
mi toki e ni tawa sina : mi ken ala pali e ni .	■▁I ■▁told ■▁you ■▁I ■▁could ■▁n't ■▁do ■▁it ■▁.
jan ME ##WI li awen lon tomo telo lon tenpo pi suli mute .	■▁Mary ■▁spend ■s ■▁hours ■▁in ■▁the ■▁bat ■hr ■o ■om ■▁.
tenpo pi suli mute la jan ME ##WI li lon tomo telo .	■▁Mary ■▁spend ■s ■▁hours ■▁in ■▁the ■▁bat ■hr ■o ■om ■▁.
meli ni li pona tawa sina ?	■▁Do ■▁you ■▁like ■▁this ■▁girl ■▁?
kalama musi pi wawa mute li pini e toki pi ona mute .	■▁E ■xt ■re ■m ■ely ■▁l ■oud ■▁music ■▁inter ■r ■up ■ted ■▁their ■▁con ■vers ■ation ■▁.
sina lon ni kin tan seme ?	■▁Why ■▁are ■▁you ■▁still ■▁here ■▁?
tan seme la sina lon ni kin ?	■▁Why ■▁are ■▁you ■▁still ■▁here ■▁?
mije ni li tawa ma tomo PA ##SEN kepeken tomo tawa .	■▁He ■▁went ■▁to ■▁Boston ■▁by ■▁car ■▁.
ala . mi mute li kama , li jo e ala poka mi mute .	■▁No ■▁, ■▁we ■▁did ■▁n't ■▁bring ■▁anything ■▁.
sewi li kute e toki sewi mi .	■▁My ■▁pra ■y ■er ■▁was ■▁answer ■ed ■▁.
mije sama tu pi mije ni li jan pi pana sona .	■▁B ■oth ■▁his ■▁brother ■s ■▁are ■▁teach ■ers ■▁.
mije ni li ante tan mije sama ona .	■▁He ■▁diff ■ers ■▁from ■▁his ■▁brother ■▁.
mije ni li utala e mije sama ona .	■▁He ■▁gra ■pp ■led ■▁with ■▁his ■▁brother ■▁.
meli ni li jo e mije sama luka . ni li suli . ona li lili .	■▁She ■▁has ■▁five ■▁older ■▁brother ■s ■▁.
meli ni li olin e mije sama ona . ni li suli . ona li lili .	■▁She ■▁ad ■or ■es ■▁her ■▁el ■der ■▁brother ■▁.
meli ni li sike wawa e mije sama ona kepeken luka tu ona .	■▁She ■▁em ■b ■ra ■ced ■▁her ■▁brother ■▁warm ■ly ■▁.
mama meli mi li jo e mije sama tu tu .	■▁My ■▁mother ■▁has ■▁four ■▁brother ■s ■▁.
mije lili ni li jan sama pi mije ni .	■▁This ■▁boy ■▁is ■▁his ■▁brother ■▁.
mije ni li jan sama mi , li lili . mi suli .	■▁He ■▁'s ■▁my ■▁young ■er ■▁brother ■▁.
mije sama pi mije ni li kama sona pi wawa mute .	■▁His ■▁brother ■▁stud ■ies ■▁very ■▁hard ■▁.
mije sama pi mije ni li jan pi kama sona wawa mute .	■▁His ■▁brother ■▁stud ■ies ■▁very ■▁hard ■▁.
mije sama mi li jan pi pona sijelo soweli .	■▁My ■▁brother ■▁is ■▁a ■▁v ■et ■▁.
mije sama sina li pilin utala mute .	■▁Your ■▁brother ■▁is ■▁very ■▁angry ■▁.
sina mije sama pi mije ni anu seme ?	■▁You ■▁are ■▁his ■▁brother ■▁, ■▁right ■▁?
tenpo mute la mije sama mi li weka tan tomo sona .	■▁My ■▁brother ■▁sk ■ip ■s ■▁school ■▁often ■▁.
mije sama mi li jan pi kama sona , li lon tenpo sike nanpa wan .	■▁My ■▁brother ■▁is ■▁a ■▁first ■▁- ■▁year ■▁student ■▁.
sina olin ala olin e mije sama sina ?	■▁Do ■▁you ■▁like ■▁your ■▁brother ■▁?
sina olin e mije sama sina anu seme ?	■▁Do ■▁you ■▁like ■▁your ■▁brother ■▁?
mi toki tawa mije sama mi kepeken ilo toki .	■▁I ■▁am ■▁call ■ing ■▁my ■▁brother ■▁.
mi sama mije sama mi .	■▁I ■▁am ■▁like ■▁my ■▁brother ■▁.
mije sama mi li sama mi .	■▁I ■▁am ■▁like ■▁my ■▁brother ■▁.
jan MO ##WAN li mije sama mi . taso mama mi wan taso li mama ona .	■▁Mo ■h ■and ■▁is ■▁my ■▁half ■▁brother ■▁.
mije sama mi li jo e mani ala .	■▁My ■▁brother ■▁has ■▁no ■▁money ■▁.
sina ken ala utala e mije sama sina .	■▁You ■▁can ■▁not ■▁hit ■▁your ■▁brother ■▁.
mi jo e mije sama wan taso .	■▁I ■▁only ■▁have ■▁one ■▁brother ■▁.
mi wile e mije sama lili .	■▁I ■▁want ■▁a ■▁little ■▁brother ■▁.
